ReportGroup,GamingDate,Total HeadCount
GM Casino Total,2024-01-19 00:00:00.000,38424
GM Casino Total,2024-01-20 00:00:00.000,40400
GM Casino Total,2024-01-21 00:00:00.000,38576
GM Casino Total,2024-01-22 00:00:00.000,34059
GM Casino Total,2024-01-23 00:00:00.000,34851
GM Casino Total,2024-01-24 00:00:00.000,34713
GM Casino Total,2024-01-25 00:00:00.000,34332
GM Casino Total,2024-01-26 00:00:00.000,36399
GM Casino Total,2024-01-27 00:00:00.000,38721
GM Casino Total,2024-01-28 00:00:00.000,35333
GM Casino Total,2024-01-29 00:00:00.000,32379
GM Casino Total,2024-01-30 00:00:00.000,33909
GM Casino Total,2024-01-31 00:00:00.000,32924
GM Casino Total,2024-02-01 00:00:00.000,32136
GM Casino Total,2024-02-02 00:00:00.000,32954
GM Casino Total,2024-02-03 00:00:00.000,34314
GM Casino Total,2024-02-04 00:00:00.000,31605
GM Casino Total,2024-02-05 00:00:00.000,29487
GM Casino Total,2024-02-06 00:00:00.000,26479
GM Casino Total,2024-02-07 00:00:00.000,23526
GM Casino Total,2024-02-08 00:00:00.000,21395
GM Casino Total,2024-02-09 00:00:00.000,21579
GM Casino Total,2024-02-10 00:00:00.000,33183
GM Casino Total,2024-02-11 00:00:00.000,40271
GM Casino Total,2024-02-12 00:00:00.000,47682
GM Casino Total,2024-02-13 00:00:00.000,47662
GM Casino Total,2024-02-14 00:00:00.000,49981
GM Casino Total,2024-02-15 00:00:00.000,49631
GM Casino Total,2024-02-16 00:00:00.000,44020
GM Casino Total,2024-02-17 00:00:00.000,39999
GM Casino Total,2024-02-18 00:00:00.000,34937
GM Casino Total,2024-02-19 00:00:00.000,32575
GM Casino Total,2024-02-20 00:00:00.000,33352
GM Casino Total,2024-02-21 00:00:00.000,33802
GM Casino Total,2024-02-22 00:00:00.000,34631
GM Casino Total,2024-02-23 00:00:00.000,34225
GM Casino Total,2024-02-24 00:00:00.000,35147
GM Casino Total,2024-02-25 00:00:00.000,31366
GM Casino Total,2024-02-26 00:00:00.000,29957
GM Casino Total,2024-02-27 00:00:00.000,31079
GM Casino Total,2024-02-28 00:00:00.000,32330
GM Casino Total,2024-02-29 00:00:00.000,33850
GM Casino Total,2024-03-01 00:00:00.000,37011
GM Casino Total,2024-03-02 00:00:00.000,41509
GM Casino Total,2024-03-03 00:00:00.000,37536
GM Casino Total,2024-03-04 00:00:00.000,35201
GM Casino Total,2024-03-05 00:00:00.000,35857
GM Casino Total,2024-03-06 00:00:00.000,35698
GM Casino Total,2024-03-07 00:00:00.000,34732
GM Casino Total,2024-03-08 00:00:00.000,36604
GM Casino Total,2024-03-09 00:00:00.000,41552
GM Casino Total,2024-03-10 00:00:00.000,37664
GM Casino Total,2024-03-11 00:00:00.000,35886
GM Casino Total,2024-03-12 00:00:00.000,37152
GM Casino Total,2024-03-13 00:00:00.000,37138
GM Casino Total,2024-03-14 00:00:00.000,37663
GM Casino Total,2024-03-15 00:00:00.000,42930
GM Casino Total,2024-03-16 00:00:00.000,46351
GM Casino Total,2024-03-17 00:00:00.000,41237
GM Casino Total,2024-03-18 00:00:00.000,37832
GM Casino Total,2024-03-19 00:00:00.000,38605
GM Casino Total,2024-03-20 00:00:00.000,38432
GM Casino Total,2024-03-21 00:00:00.000,38754
GM Casino Total,2024-03-22 00:00:00.000,40329
GM Casino Total,2024-03-23 00:00:00.000,44677
GM Casino Total,2024-03-24 00:00:00.000,38135
GM Casino Total,2024-03-25 00:00:00.000,36950
GM Casino Total,2024-03-26 00:00:00.000,37863
GM Casino Total,2024-03-27 00:00:00.000,36987
GM Casino Total,2024-03-28 00:00:00.000,38553
GM Casino Total,2024-03-29 00:00:00.000,42508
GM Casino Total,2024-03-30 00:00:00.000,46325
GM Casino Total,2024-03-31 00:00:00.000,42508
GM Casino Total,2024-04-01 00:00:00.000,33973
GM Casino Total,2024-04-02 00:00:00.000,31186
GM Casino Total,2024-04-03 00:00:00.000,30697
GM Casino Total,2024-04-04 00:00:00.000,34763
GM Casino Total,2024-04-05 00:00:00.000,36932
GM Casino Total,2024-04-06 00:00:00.000,36316
GM Casino Total,2024-04-07 00:00:00.000,33278
GM Casino Total,2024-04-08 00:00:00.000,33949
GM Casino Total,2024-04-09 00:00:00.000,37040
GM Casino Total,2024-04-10 00:00:00.000,37723
GM Casino Total,2024-04-11 00:00:00.000,39651
GM Casino Total,2024-04-12 00:00:00.000,41647
GM Casino Total,2024-04-13 00:00:00.000,43783
GM Casino Total,2024-04-14 00:00:00.000,39452
GM Casino Total,2024-04-15 00:00:00.000,38565
GM Casino Total,2024-04-16 00:00:00.000,38943
GM Casino Total,2024-04-17 00:00:00.000,38997
GM Casino Total,2024-04-18 00:00:00.000,37955
GM Casino Total,2024-04-19 00:00:00.000,38920
GM Casino Total,2024-04-20 00:00:00.000,39945
GM Casino Total,2024-04-21 00:00:00.000,36954
GM Casino Total,2024-04-22 00:00:00.000,35619
GM Casino Total,2024-04-23 00:00:00.000,37396
GM Casino Total,2024-04-24 00:00:00.000,38909
GM Casino Total,2024-04-25 00:00:00.000,38718
GM Casino Total,2024-04-26 00:00:00.000,40184
GM Casino Total,2024-04-27 00:00:00.000,41321
GM Casino Total,2024-04-28 00:00:00.000,40140
GM Casino Total,2024-04-29 00:00:00.000,38721
GM Casino Total,2024-04-30 00:00:00.000,40585
GM Casino Total,2024-05-01 00:00:00.000,48153
GM Casino Total,2024-05-02 00:00:00.000,47730
GM Casino Total,2024-05-03 00:00:00.000,46568
GM Casino Total,2024-05-04 00:00:00.000,42287
GM Casino Total,2024-05-05 00:00:00.000,36470
GM Casino Total,2024-05-06 00:00:00.000,32828
GM Casino Total,2024-05-07 00:00:00.000,35303
GM Casino Total,2024-05-08 00:00:00.000,36984
GM Casino Total,2024-05-09 00:00:00.000,39037
GM Casino Total,2024-05-10 00:00:00.000,42649
GM Casino Total,2024-05-11 00:00:00.000,50393
GM Casino Total,2024-05-12 00:00:00.000,45264
GM Casino Total,2024-05-13 00:00:00.000,41419
GM Casino Total,2024-05-14 00:00:00.000,43846
GM Casino Total,2024-05-15 00:00:00.000,42458
GM Casino Total,2024-05-16 00:00:00.000,43329
GM Casino Total,2024-05-17 00:00:00.000,44354
GM Casino Total,2024-05-18 00:00:00.000,49056
GM Casino Total,2024-05-19 00:00:00.000,44491
GM Casino Total,2024-05-20 00:00:00.000,37686
GM Casino Total,2024-05-21 00:00:00.000,39775
GM Casino Total,2024-05-22 00:00:00.000,40058
GM Casino Total,2024-05-23 00:00:00.000,29427
GM Casino Total,2024-05-24 00:00:00.000,19767
GM Casino Total,2024-05-25 00:00:00.000,21665
GM Casino Total,2024-05-26 00:00:00.000,19378
GM Casino Total,2024-05-27 00:00:00.000,36110
GM Casino Total,2024-05-28 00:00:00.000,38165
GM Casino Total,2024-05-29 00:00:00.000,37577
GM Casino Total,2024-05-30 00:00:00.000,36622
GM Casino Total,2024-05-31 00:00:00.000,37759
GM Casino Total,2024-06-01 00:00:00.000,39209
GM Casino Total,2024-06-02 00:00:00.000,36900
GM Casino Total,2024-06-03 00:00:00.000,34665
GM Casino Total,2024-06-04 00:00:00.000,35644
GM Casino Total,2024-06-05 00:00:00.000,35822
GM Casino Total,2024-06-06 00:00:00.000,35736
GM Casino Total,2024-06-07 00:00:00.000,41023
GM Casino Total,2024-06-08 00:00:00.000,41462
GM Casino Total,2024-06-09 00:00:00.000,40699
GM Casino Total,2024-06-10 00:00:00.000,32166
GM Casino Total,2024-06-11 00:00:00.000,30700
GM Casino Total,2024-06-12 00:00:00.000,32712
GM Casino Total,2024-06-13 00:00:00.000,33563
GM Casino Total,2024-06-14 00:00:00.000,35427
GM Casino Total,2024-06-15 00:00:00.000,39471
GM Casino Total,2024-06-16 00:00:00.000,35047
GM Casino Total,2024-06-17 00:00:00.000,33666
GM Casino Total,2024-06-18 00:00:00.000,36644
GM Casino Total,2024-06-19 00:00:00.000,35714
GM Casino Total,2024-06-20 00:00:00.000,35069
GM Casino Total,2024-06-21 00:00:00.000,36703
GM Casino Total,2024-06-22 00:00:00.000,39324
GM Casino Total,2024-06-23 00:00:00.000,35712
GM Casino Total,2024-06-24 00:00:00.000,34399
GM Casino Total,2024-06-25 00:00:00.000,34377
GM Casino Total,2024-06-26 00:00:00.000,35436
GM Casino Total,2024-06-27 00:00:00.000,36171
GM Casino Total,2024-06-28 00:00:00.000,37836
GM Casino Total,2024-06-29 00:00:00.000,39668
GM Casino Total,2024-06-30 00:00:00.000,38239
GM Casino Total,2024-07-01 00:00:00.000,35220
GM Casino Total,2024-07-02 00:00:00.000,33675
GM Casino Total,2024-07-03 00:00:00.000,34918
GM Casino Total,2024-07-04 00:00:00.000,35887
GM Casino Total,2024-07-05 00:00:00.000,37782
GM Casino Total,2024-07-06 00:00:00.000,40640
GM Casino Total,2024-07-07 00:00:00.000,37208
GM Casino Total,2024-07-08 00:00:00.000,35897
GM Casino Total,2024-07-09 00:00:00.000,37644
GM Casino Total,2024-07-10 00:00:00.000,37793
GM Casino Total,2024-07-11 00:00:00.000,37201
GM Casino Total,2024-07-12 00:00:00.000,38193
GM Casino Total,2024-07-13 00:00:00.000,43190
GM Casino Total,2024-07-14 00:00:00.000,41260
GM Casino Total,2024-07-15 00:00:00.000,38048
GM Casino Total,2024-07-16 00:00:00.000,39522
GM Casino Total,2024-07-17 00:00:00.000,39987
GM Casino Total,2024-07-18 00:00:00.000,38519
GM Casino Total,2024-07-19 00:00:00.000,42590
GM Casino Total,2024-07-20 00:00:00.000,46329
GM Casino Total,2024-07-21 00:00:00.000,42473
GM Casino Total,2024-07-22 00:00:00.000,37026
GM Casino Total,2024-07-23 00:00:00.000,39436
GM Casino Total,2024-07-24 00:00:00.000,40201
GM Casino Total,2024-07-25 00:00:00.000,39309
GM Casino Total,2024-07-26 00:00:00.000,41020
GM Casino Total,2024-07-27 00:00:00.000,43198
GM Casino Total,2024-07-28 00:00:00.000,39896
GM Casino Total,2024-07-29 00:00:00.000,37846
GM Casino Total,2024-07-30 00:00:00.000,37562
GM Casino Total,2024-07-31 00:00:00.000,37920
GM Casino Total,2024-08-01 00:00:00.000,40235
GM Casino Total,2024-08-02 00:00:00.000,46477
GM Casino Total,2024-08-03 00:00:00.000,51166
GM Casino Total,2024-08-04 00:00:00.000,47865
GM Casino Total,2024-08-05 00:00:00.000,41251
GM Casino Total,2024-08-06 00:00:00.000,42233
GM Casino Total,2024-08-07 00:00:00.000,41325
GM Casino Total,2024-08-08 00:00:00.000,41482
GM Casino Total,2024-08-09 00:00:00.000,48230
GM Casino Total,2024-08-10 00:00:00.000,51390
GM Casino Total,2024-08-11 00:00:00.000,47567
GM Casino Total,2024-08-12 00:00:00.000,39196
GM Casino Total,2024-08-13 00:00:00.000,39314
GM Casino Total,2024-08-14 00:00:00.000,37498
GM Casino Total,2024-08-15 00:00:00.000,36908
GM Casino Total,2024-08-16 00:00:00.000,38323
GM Casino Total,2024-08-17 00:00:00.000,42302
GM Casino Total,2024-08-18 00:00:00.000,37423
GM Casino Total,2024-08-19 00:00:00.000,34589
GM Casino Total,2024-08-20 00:00:00.000,35716
GM Casino Total,2024-08-21 00:00:00.000,35793
GM Casino Total,2024-08-22 00:00:00.000,38840
GM Casino Total,2024-08-23 00:00:00.000,40533
GM Casino Total,2024-08-24 00:00:00.000,42718
GM Casino Total,2024-08-25 00:00:00.000,38630
GM Casino Total,2024-08-26 00:00:00.000,35514
GM Casino Total,2024-08-27 00:00:00.000,34685
GM Casino Total,2024-08-28 00:00:00.000,34619
GM Casino Total,2024-08-29 00:00:00.000,33865
GM Casino Total,2024-08-30 00:00:00.000,35781
GM Casino Total,2024-08-31 00:00:00.000,36802
GM Casino Total,2024-09-01 00:00:00.000,33471
GM Casino Total,2024-09-02 00:00:00.000,31032
GM Casino Total,2024-09-03 00:00:00.000,34161
GM Casino Total,2024-09-04 00:00:00.000,36378
GM Casino Total,2024-09-05 00:00:00.000,33353
GM Casino Total,2024-09-06 00:00:00.000,32404
GM Casino Total,2024-09-07 00:00:00.000,37562
GM Casino Total,2024-09-08 00:00:00.000,34962
GM Casino Total,2024-09-09 00:00:00.000,33578
GM Casino Total,2024-09-10 00:00:00.000,34585
GM Casino Total,2024-09-11 00:00:00.000,35594
GM Casino Total,2024-09-12 00:00:00.000,36181
GM Casino Total,2024-09-13 00:00:00.000,36138
GM Casino Total,2024-09-14 00:00:00.000,35567
GM Casino Total,2024-09-15 00:00:00.000,34634
GM Casino Total,2024-09-16 00:00:00.000,31139
GM Casino Total,2024-09-17 00:00:00.000,25496
GM Casino Total,2024-09-18 00:00:00.000,27207
GM Casino Total,2024-09-19 00:00:00.000,29851
GM Casino Total,2024-09-20 00:00:00.000,35615
GM Casino Total,2024-09-21 00:00:00.000,37187
GM Casino Total,2024-09-22 00:00:00.000,36879
GM Casino Total,2024-09-23 00:00:00.000,34660
GM Casino Total,2024-09-24 00:00:00.000,37834
GM Casino Total,2024-09-25 00:00:00.000,37538
GM Casino Total,2024-09-26 00:00:00.000,38969
GM Casino Total,2024-09-27 00:00:00.000,37996
GM Casino Total,2024-09-28 00:00:00.000,37214
GM Casino Total,2024-09-29 00:00:00.000,35992
GM Casino Total,2024-09-30 00:00:00.000,38148
GM Casino Total,2024-10-01 00:00:00.000,48505
GM Casino Total,2024-10-02 00:00:00.000,53751
GM Casino Total,2024-10-03 00:00:00.000,64525
GM Casino Total,2024-10-04 00:00:00.000,62125
GM Casino Total,2024-10-05 00:00:00.000,58892
GM Casino Total,2024-10-06 00:00:00.000,52639
GM Casino Total,2024-10-07 00:00:00.000,39203
GM Casino Total,2024-10-08 00:00:00.000,34521
GM Casino Total,2024-10-09 00:00:00.000,34613
GM Casino Total,2024-10-10 00:00:00.000,37083
GM Casino Total,2024-10-11 00:00:00.000,40616
GM Casino Total,2024-10-12 00:00:00.000,41774
GM Casino Total,2024-10-13 00:00:00.000,37621
GM Casino Total,2024-10-14 00:00:00.000,37116
GM Casino Total,2024-10-15 00:00:00.000,38249
GM Casino Total,2024-10-16 00:00:00.000,39406
GM Casino Total,2024-10-17 00:00:00.000,39351
GM Casino Total,2024-10-18 00:00:00.000,40601
GM Casino Total,2024-10-19 00:00:00.000,45694
GM Casino Total,2024-10-20 00:00:00.000,38648
GM Casino Total,2024-10-21 00:00:00.000,36680
GM Casino Total,2024-10-22 00:00:00.000,38194
GM Casino Total,2024-10-23 00:00:00.000,38674
GM Casino Total,2024-10-24 00:00:00.000,38575
GM Casino Total,2024-10-25 00:00:00.000,42164
GM Casino Total,2024-10-26 00:00:00.000,43368
GM Casino Total,2024-10-27 00:00:00.000,39249
GM Casino Total,2024-10-28 00:00:00.000,36219
GM Casino Total,2024-10-29 00:00:00.000,36090
GM Casino Total,2024-10-30 00:00:00.000,35095
GM Casino Total,2024-10-31 00:00:00.000,34133
GM Casino Total,2024-11-01 00:00:00.000,35884
GM Casino Total,2024-11-02 00:00:00.000,38728
GM Casino Total,2024-11-03 00:00:00.000,34675
GM Casino Total,2024-11-04 00:00:00.000,33206
GM Casino Total,2024-11-05 00:00:00.000,35943
GM Casino Total,2024-11-06 00:00:00.000,37809
GM Casino Total,2024-11-07 00:00:00.000,41725
GM Casino Total,2024-11-08 00:00:00.000,55786
GM Casino Total,2024-11-09 00:00:00.000,59146
GM Casino Total,2024-11-10 00:00:00.000,43744
GM Casino Total,2024-11-11 00:00:00.000,38275
GM Casino Total,2024-11-12 00:00:00.000,39664
GM Casino Total,2024-11-13 00:00:00.000,39758
GM Casino Total,2024-11-14 00:00:00.000,39137
GM Casino Total,2024-11-15 00:00:00.000,41278
GM Casino Total,2024-11-16 00:00:00.000,44389
GM Casino Total,2024-11-17 00:00:00.000,41034
GM Casino Total,2024-11-18 00:00:00.000,38458
GM Casino Total,2024-11-19 00:00:00.000,38590
GM Casino Total,2024-11-20 00:00:00.000,39320
GM Casino Total,2024-11-21 00:00:00.000,40043
GM Casino Total,2024-11-22 00:00:00.000,43915
GM Casino Total,2024-11-23 00:00:00.000,47137
GM Casino Total,2024-11-24 00:00:00.000,39689
GM Casino Total,2024-11-25 00:00:00.000,36522
GM Casino Total,2024-11-26 00:00:00.000,38242
GM Casino Total,2024-11-27 00:00:00.000,39117
GM Casino Total,2024-11-28 00:00:00.000,39270
GM Casino Total,2024-11-29 00:00:00.000,41922
GM Casino Total,2024-11-30 00:00:00.000,44135
GM Casino Total,2024-12-01 00:00:00.000,39339
GM Casino Total,2024-12-02 00:00:00.000,37011
GM Casino Total,2024-12-03 00:00:00.000,37054
GM Casino Total,2024-12-04 00:00:00.000,37440
GM Casino Total,2024-12-05 00:00:00.000,38817
GM Casino Total,2024-12-06 00:00:00.000,40019
GM Casino Total,2024-12-07 00:00:00.000,44063
GM Casino Total,2024-12-08 00:00:00.000,39711
GM Casino Total,2024-12-09 00:00:00.000,37269
GM Casino Total,2024-12-10 00:00:00.000,37319
GM Casino Total,2024-12-11 00:00:00.000,38218
GM Casino Total,2024-12-12 00:00:00.000,38056
GM Casino Total,2024-12-13 00:00:00.000,39034
GM Casino Total,2024-12-14 00:00:00.000,41356
GM Casino Total,2024-12-15 00:00:00.000,36466
GM Casino Total,2024-12-16 00:00:00.000,34961
GM Casino Total,2024-12-17 00:00:00.000,34676
GM Casino Total,2024-12-18 00:00:00.000,34168
GM Casino Total,2024-12-19 00:00:00.000,31670
GM Casino Total,2024-12-20 00:00:00.000,31420
GM Casino Total,2024-12-21 00:00:00.000,34584
GM Casino Total,2024-12-22 00:00:00.000,35319
GM Casino Total,2024-12-23 00:00:00.000,36704
GM Casino Total,2024-12-24 00:00:00.000,40017
GM Casino Total,2024-12-25 00:00:00.000,42398
GM Casino Total,2024-12-26 00:00:00.000,40732
GM Casino Total,2024-12-27 00:00:00.000,41292
GM Casino Total,2024-12-28 00:00:00.000,41795
GM Casino Total,2024-12-29 00:00:00.000,39082
GM Casino Total,2024-12-30 00:00:00.000,36653
GM Casino Total,2024-12-31 00:00:00.000,42366
GM Casino Total,2025-01-01 00:00:00.000,39839
GM Casino Total,2025-01-02 00:00:00.000,36793
GM Casino Total,2025-01-03 00:00:00.000,38789
GM Casino Total,2025-01-04 00:00:00.000,40802
GM Casino Total,2025-01-05 00:00:00.000,37230
GM Casino Total,2025-01-06 00:00:00.000,35960
GM Casino Total,2025-01-07 00:00:00.000,37410
GM Casino Total,2025-01-08 00:00:00.000,38102
GM Casino Total,2025-01-09 00:00:00.000,38039
GM Casino Total,2025-01-10 00:00:00.000,37918
GM Casino Total,2025-01-11 00:00:00.000,40504
GM Casino Total,2025-01-12 00:00:00.000,37311
GM Casino Total,2025-01-13 00:00:00.000,36587
GM Casino Total,2025-01-14 00:00:00.000,35649
GM Casino Total,2025-01-15 00:00:00.000,35612
GM Casino Total,2025-01-16 00:00:00.000,35568
GM Casino Total,2025-01-17 00:00:00.000,36902
GM Casino Total,2025-01-18 00:00:00.000,41121
GM Casino Total,2025-01-19 00:00:00.000,38902
GM Casino Total,2025-01-20 00:00:00.000,33466
GM Casino Total,2025-01-21 00:00:00.000,33334
GM Casino Total,2025-01-22 00:00:00.000,32662
GM Casino Total,2025-01-23 00:00:00.000,32421
GM Casino Total,2025-01-24 00:00:00.000,31261
GM Casino Total,2025-01-25 00:00:00.000,30759
GM Casino Total,2025-01-26 00:00:00.000,26741
GM Casino Total,2025-01-27 00:00:00.000,25608
GM Casino Total,2025-01-28 00:00:00.000,24961
GM Casino Total,2025-01-29 00:00:00.000,37949
GM Casino Total,2025-01-30 00:00:00.000,44836
GM Casino Total,2025-01-31 00:00:00.000,51704
GM Casino Total,2025-02-01 00:00:00.000,55423
GM Casino Total,2025-02-02 00:00:00.000,49164
GM Casino Total,2025-02-03 00:00:00.000,44745
GM Casino Total,2025-02-04 00:00:00.000,41151
GM Casino Total,2025-02-05 00:00:00.000,37867
GM Casino Total,2025-02-06 00:00:00.000,37535
GM Casino Total,2025-02-07 00:00:00.000,39008
GM Casino Total,2025-02-08 00:00:00.000,40291
GM Casino Total,2025-02-09 00:00:00.000,39262
GM Casino Total,2025-02-10 00:00:00.000,35067
GM Casino Total,2025-02-11 00:00:00.000,32983
GM Casino Total,2025-02-12 00:00:00.000,30230
GM Casino Total,2025-02-13 00:00:00.000,32003
GM Casino Total,2025-02-14 00:00:00.000,35085
GM Casino Total,2025-02-15 00:00:00.000,42043
GM Casino Total,2025-02-16 00:00:00.000,40075
GM Casino Total,2025-02-17 00:00:00.000,36704
GM Casino Total,2025-02-18 00:00:00.000,38870
GM Casino Total,2025-02-19 00:00:00.000,39175
GM Casino Total,2025-02-20 00:00:00.000,38567
GM Casino Total,2025-02-21 00:00:00.000,41128
GM Casino Total,2025-02-22 00:00:00.000,44657
GM Casino Total,2025-02-23 00:00:00.000,40113
GM Casino Total,2025-02-24 00:00:00.000,36825
GM Casino Total,2025-02-25 00:00:00.000,37068
GM Casino Total,2025-02-26 00:00:00.000,37719
GM Casino Total,2025-02-27 00:00:00.000,38297
GM Casino Total,2025-02-28 00:00:00.000,41176
GM Casino Total,2025-03-01 00:00:00.000,45300
GM Casino Total,2025-03-02 00:00:00.000,40716
GM Casino Total,2025-03-03 00:00:00.000,37672
GM Casino Total,2025-03-04 00:00:00.000,39212
GM Casino Total,2025-03-05 00:00:00.000,40306
GM Casino Total,2025-03-06 00:00:00.000,40149
GM Casino Total,2025-03-07 00:00:00.000,43907
GM Casino Total,2025-03-08 00:00:00.000,47064
GM Casino Total,2025-03-09 00:00:00.000,44805
GM Casino Total,2025-03-10 00:00:00.000,38296
GM Casino Total,2025-03-11 00:00:00.000,39042
GM Casino Total,2025-03-12 00:00:00.000,39589
GM Casino Total,2025-03-13 00:00:00.000,40290
GM Casino Total,2025-03-14 00:00:00.000,40762
GM Casino Total,2025-03-15 00:00:00.000,41875
GM Casino Total,2025-03-16 00:00:00.000,39793
GM Casino Total,2025-03-17 00:00:00.000,36014
GM Casino Total,2025-03-18 00:00:00.000,38180
GM Casino Total,2025-03-19 00:00:00.000,38640
GM Casino Total,2025-03-20 00:00:00.000,39174
GM Casino Total,2025-03-21 00:00:00.000,41025
GM Casino Total,2025-03-22 00:00:00.000,44555
GM Casino Total,2025-03-23 00:00:00.000,39045
GM Casino Total,2025-03-24 00:00:00.000,36356
GM Casino Total,2025-03-25 00:00:00.000,38625
GM Casino Total,2025-03-26 00:00:00.000,38452
GM Casino Total,2025-03-27 00:00:00.000,37794
GM Casino Total,2025-03-28 00:00:00.000,39838
GM Casino Total,2025-03-29 00:00:00.000,41443
GM Casino Total,2025-03-30 00:00:00.000,35986
GM Casino Total,2025-03-31 00:00:00.000,32624
GM Casino Total,2025-04-01 00:00:00.000,32445
GM Casino Total,2025-04-02 00:00:00.000,31332
GM Casino Total,2025-04-03 00:00:00.000,32412
GM Casino Total,2025-04-04 00:00:00.000,39773
GM Casino Total,2025-04-05 00:00:00.000,39467
GM Casino Total,2025-04-06 00:00:00.000,33754
GM Casino Total,2025-04-07 00:00:00.000,32554
GM Casino Total,2025-04-08 00:00:00.000,35697
GM Casino Total,2025-04-09 00:00:00.000,36504
GM Casino Total,2025-04-10 00:00:00.000,39918
GM Casino Total,2025-04-11 00:00:00.000,42631
GM Casino Total,2025-04-12 00:00:00.000,43592
GM Casino Total,2025-04-13 00:00:00.000,40682
GM Casino Total,2025-04-14 00:00:00.000,39350
GM Casino Total,2025-04-15 00:00:00.000,41067
GM Casino Total,2025-04-16 00:00:00.000,42454
GM Casino Total,2025-04-17 00:00:00.000,42988
GM Casino Total,2025-04-18 00:00:00.000,45918
GM Casino Total,2025-04-19 00:00:00.000,49663
GM Casino Total,2025-04-20 00:00:00.000,44688
GM Casino Total,2025-04-21 00:00:00.000,40620
GM Casino Total,2025-04-22 00:00:00.000,41180
GM Casino Total,2025-04-23 00:00:00.000,42737
GM Casino Total,2025-04-24 00:00:00.000,43245
GM Casino Total,2025-04-25 00:00:00.000,43345
GM Casino Total,2025-04-26 00:00:00.000,44745
GM Casino Total,2025-04-27 00:00:00.000,40836
GM Casino Total,2025-04-28 00:00:00.000,39501
GM Casino Total,2025-04-29 00:00:00.000,39595
GM Casino Total,2025-04-30 00:00:00.000,41571
GM Casino Total,2025-05-01 00:00:00.000,53118
GM Casino Total,2025-05-02 00:00:00.000,57847
GM Casino Total,2025-05-03 00:00:00.000,54250
GM Casino Total,2025-05-04 00:00:00.000,45495
GM Casino Total,2025-05-05 00:00:00.000,36765
GM Casino Total,2025-05-06 00:00:00.000,33651
GM Casino Total,2025-05-07 00:00:00.000,33836
GM Casino Total,2025-05-08 00:00:00.000,36552
GM Casino Total,2025-05-09 00:00:00.000,39265
GM Casino Total,2025-05-10 00:00:00.000,41567
GM Casino Total,2025-05-11 00:00:00.000,37665
GM Casino Total,2025-05-12 00:00:00.000,37456
GM Casino Total,2025-05-13 00:00:00.000,38881
GM Casino Total,2025-05-14 00:00:00.000,39009
GM Casino Total,2025-05-15 00:00:00.000,38739
GM Casino Total,2025-05-16 00:00:00.000,41099
GM Casino Total,2025-05-17 00:00:00.000,44598
GM Casino Total,2025-05-18 00:00:00.000,34363
GM Casino Total,2025-05-19 00:00:00.000,31476
GM Casino Total,2025-05-20 00:00:00.000,32383
GM Casino Total,2025-05-21 00:00:00.000,38110
GM Casino Total,2025-05-22 00:00:00.000,38737
GM Casino Total,2025-05-23 00:00:00.000,40478
GM Casino Total,2025-05-24 00:00:00.000,41267
GM Casino Total,2025-05-25 00:00:00.000,37191
GM Casino Total,2025-05-26 00:00:00.000,35288
GM Casino Total,2025-05-27 00:00:00.000,36055
GM Casino Total,2025-05-28 00:00:00.000,34991
GM Casino Total,2025-05-29 00:00:00.000,33487
GM Casino Total,2025-05-30 00:00:00.000,35295
GM Casino Total,2025-05-31 00:00:00.000,43433
GM Casino Total,2025-06-01 00:00:00.000,40231
GM Casino Total,2025-06-02 00:00:00.000,33739
GM Casino Total,2025-06-03 00:00:00.000,32761
GM Casino Total,2025-06-04 00:00:00.000,34204
GM Casino Total,2025-06-05 00:00:00.000,36534
GM Casino Total,2025-06-06 00:00:00.000,44705
GM Casino Total,2025-06-07 00:00:00.000,48232
GM Casino Total,2025-06-08 00:00:00.000,45038
GM Casino Total,2025-06-09 00:00:00.000,36894
GM Casino Total,2025-06-10 00:00:00.000,37973
GM Casino Total,2025-06-11 00:00:00.000,37092
GM Casino Total,2025-06-12 00:00:00.000,36492
GM Casino Total,2025-06-13 00:00:00.000,37749
GM Casino Total,2025-06-14 00:00:00.000,38294
GM Casino Total,2025-06-15 00:00:00.000,35168
GM Casino Total,2025-06-16 00:00:00.000,34202
GM Casino Total,2025-06-17 00:00:00.000,35383
GM Casino Total,2025-06-18 00:00:00.000,36470
GM Casino Total,2025-06-19 00:00:00.000,38044
GM Casino Total,2025-06-20 00:00:00.000,49050
GM Casino Total,2025-06-21 00:00:00.000,45877
GM Casino Total,2025-06-22 00:00:00.000,49050
GM Casino Total,2025-06-23 00:00:00.000,38377
GM Promenade Total,2024-01-01 00:00:00.000,42309
GM Promenade Total,2024-01-02 00:00:00.000,34436
GM Promenade Total,2024-01-03 00:00:00.000,33355
GM Promenade Total,2024-01-04 00:00:00.000,33926
GM Promenade Total,2024-01-05 00:00:00.000,36049
GM Promenade Total,2024-01-06 00:00:00.000,37844
GM Promenade Total,2024-01-07 00:00:00.000,37416
GM Promenade Total,2024-01-08 00:00:00.000,35057
GM Promenade Total,2024-01-09 00:00:00.000,35837
GM Promenade Total,2024-01-10 00:00:00.000,35879
GM Promenade Total,2024-01-11 00:00:00.000,37621
GM Promenade Total,2024-01-12 00:00:00.000,37128
GM Promenade Total,2024-01-13 00:00:00.000,43304
GM Promenade Total,2024-01-14 00:00:00.000,37577
GM Promenade Total,2024-01-15 00:00:00.000,36564
